Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
C.J. Anderson,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,25,RB,6000000,Broncos,2016
Kapri Bibbs,,,,,,,,,,,,,IR,IR,IR,IR,,,,Broncos,2016
Sam Brenner,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2016
Marlon Brown,,,,,,,,,,,,,IR,IR,IR,IR,,,,Broncos,2016
Todd Davis,,,,,,,,,,,,,,Q,,,24,ROLB,600000,Broncos,2016
A.J. Derby,,,,,,,,,,,,,,,O,O,,,,Broncos,2016
James Ferentz,Q,,,,,,,,,,,,,,,,,,,Broncos,2016
Bennie Fowler,O,O,Q,,,,,,,,,O,Q,,,,,,,Broncos,2016
Garrett Graham,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2016
Virgil Green,,,O,O,Q,,,,,,,,,,O,,28,TE,2900000,Broncos,2016
Jeff Heuerman,Q,,,,,,,,,,,,,,,,,,,Broncos,2016
Andy Janovich,,,,,,,,,,,,O,IR,IR,IR,IR,23,rb,491077,Broncos,2016
Casey Kreiter,,,,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Broncos,2016
Brandon Marshall,,,,,,,,Q,,,,,O,O,O,Q,27,RILB,680000,Broncos,2016
Corey Nelson,,,Q,,,,,,,,,,,,,,24,rilb,612150,Broncos,2016
Matt Paradis,,,,,,,,Q,,,,,,,,,27,C,525000,Broncos,2016
Ty Sambrailo,Q,Q,,,,,,,,,,,,,,,,,,Broncos,2016
Trevor Siemian,,,,,Q,Q,,,,,,O,Q,,,,25,QB,538195,Broncos,2016
Justin Simmons,,,Q,,,,,,,,,,,,,,,,,Broncos,2016
Donald Stephenson,,,O,O,Q,,,,,,,,,,,,28,RT,4000000,Broncos,2016
Aqib Talib,,,,,,,,Q,,,,,,,,,,,,Broncos,2016
Demaryius Thomas,,Q,,,,,,,,,,,,,,,,,,Broncos,2016
Vance Walker,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2016
T.J. Ward,,,,,,,,,,,,,,,O,O,30,SS,5750000,Broncos,2016
DeMarcus Ware,,,O,O,O,O,,Q,,,,,,,,IR,34,ROLB,8010418,Broncos,2016
Kayvon Webster,,,,,,,,,,,,,,,,IR,,,,Broncos,2016
Derek Wolfe,,Q,,,,,,,,,,,,,,O,26,LDE,6800000,Broncos,2016
