Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary
Eli Apple,,,O,O,,,,,,,,,,,,,23,lcb,1827484
Thurston Armbrister,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,IR,IR,IR,,,
Ray-Ray Armstrong,,,,,,,IR,,IR,IR,,,,IR,,,,,
Sam Beal,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Odell Beckham Jr.,,,,,,,,,,,,,,O,O,O,26,WR,1459000
Nick Becton,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Lorenzo Carter,,,,,,,,,,,,Q,,,,,,,
Kaelin Clay,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Stacy Coley,,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Landon Collins,,,,,,,,,,,,,IR,IR,IR,IR,,,
Jawill Davis,,,,,,,O,O,,,,,,,,IR,,,
Mario Edwards,,,,,,,,,,,,,,,,O,,,
Rhett Ellison,,,,,,Q,,,,,,,,,,O,30,TE,2475000
Evan Engram,,,,O,O,O,,,,,,O,,,,,24,TE,952196
Nick Gates,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
B.J. Goodson,,,,,,,,,,,,O,Q,,,,25,LILB,630000
Jon Halapio,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Antonio Hamilton,,,,Q,,,,,,,,,,,IR,IR,,,
Quadree Henderson,,,,,,,,,,,,IR,IR,IR,IR,IR,,,
Cody Latimer,,,,O,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,,
R.J. McIntosh,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,
Alec Ogletree,,,,,,,,O,,,,,,,O,O,27,RILB,3000000
Patrick Omameh,,,,,,,Q,,,,,,,,,,29,rg,900000
Paul Perkins,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Spencer Pulley,,,,,,,,,,,,,,,O,,25,C,630000
Russell Shepard,,,,,,O,Q,,,,,,,,O,O,,,
Kristjan Sokoli,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Jonathan Stewart,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Olivier Vernon,O,O,O,O,O,,,,,,,,,,,,,,
Jordan Williams,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Kerry Wynn,,,,,,,,,,,O,,,,Q,,27,de,825000
