Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Matt Asiata,,,,,,P,,,,P,,,,,,,,,,Vikings,2015
Anthony Barr,,,,,,,,Q,Q,P,P,Q,O,O,P,,,,,Vikings,2015
Joe Berger,,,,,,,,P,,,,,,,,,33,C,1120000,Vikings,2015
Robert Blanton,,,,,,,,,,Q,P,P,Q,P,,,,,,Vikings,2015
Teddy Bridgewater,,,,,,,,,Q,P,P,,,,,,,,,Vikings,2015
T.J. Clemmings,,,,,,P,,P,,,,,,,,,24,RT,566238,Vikings,2015
Audie Cole,,,,Q,,,O,P,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2015
Scott Crichton,,,,,,,,,,,,,P,IR,IR,IR,,,,Vikings,2015
Stefon Diggs,,,,,,,,P,,,,,,,,,22,WR,491928,Vikings,2015
Kenrick Ellis,,,,,,,,,,,,,,,,,,,,Vikings,2015
Rhett Ellison,,,,,P,,O,P,,,,,,,P,,27,TE,1617146,Vikings,2015
Antone Exum,,,,,,,,,,,,,IR,IR,IR,IR,,,,Vikings,2015
Sharrif Floyd,,,,,,O,O,O,P,P,P,,,,,P,23,LDT,2202600,Vikings,2015
Chase Ford,P,,,,,,,,,,,,,,,,,,,Vikings,2015
Brandon Fusco,,,Q,,,,,,,,,,,,,,27,LG,3485000,Vikings,2015
Everson Griffen,,,,,,P,,P,,,Q,,,Q,P,P,,,,Vikings,2015
Anthony Harris,,,,,,,,,,,,,,,,P,,,,Vikings,2015
Charles Johnson,,,,O,Q,P,,,,,,,,O,P,,,,,Vikings,2015
Tom Johnson,,,,,,,P,P,,P,,,,,,,31,LDT,2300000,Vikings,2015
Linval Joseph,,,,,,,,,P,,,O,O,Q,P,D,27,RDT,4600000,Vikings,2015
Matt Kalil,,,,,,,,,,Q,P,,,,,P,26,LT,6290644,Vikings,2015
Eric Kendricks,,,,,,,,O,D,P,P,,,,,,23,MLB,937440,Vikings,2015
Zach Line,P,,,,,,P,,,,,,,,,,25,rb,585000,Vikings,2015
Phil Loadholt,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2015
Casey Matthews,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2015
Jerick McKinnon,,P,,,,,,,,,,,,,P,,,,,Vikings,2015
Captain Munnerlyn,,,,,,P,,,,,,,,,,,27,db,4333333,Vikings,2015
Terence Newman,,,,,,P,,,P,,,,,,,,37,LCB,2453125,Vikings,2015
Cordarrelle Patterson,,,,,,,,,P,,,,,,,,,,,Vikings,2015
Adrian Peterson,,,,,,P,P,,,P,,,,,P,P,,,,Vikings,2015
Jabari Price,,,,O,P,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2015
MyCole Pruitt,P,,,,,,,,,,,,,,,,,,,Vikings,2015
Xavier Rhodes,,,,P,,,,,,,,,,,,,25,RCB,2129046,Vikings,2015
Josh Robinson,,,,,,,,,,,,,,,P,,,,,Vikings,2015
Brian Robison,,,,,,,,,P,,,,,,,,32,LDE,5650000,Vikings,2015
Andrew Sendejo,,,,O,Q,,,,,,,O,O,P,,,28,SS,1066668,Vikings,2015
Marcus Sherels,,,,,,,,,Q,P,,,,,,,,,,Vikings,2015
Harrison Smith,,,,,,,,P,,,Q,Q,O,O,P,P,,,,Vikings,2015
Shamar Stephen,P,P,P,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2015
John Sullivan,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2015
Adam Thielen,,,,,,,P,,,P,,,,,,P,,,,Vikings,2015
Justin Trattou,,,,O,O,O,O,O,O,P,,,,,,,,,,Vikings,2015
Mike Wallace,,,,,P,,,,,,,,,,,,29,WR,9900000,Vikings,2015
Brandon Watts,,,,,,,,,,,,,O,P,,,,,,Vikings,2015
Trae Waynes,,,,,,,,,,,Q,P,,,,,,,,Vikings,2015
Jarius Wright,,,,Q,P,P,P,,,,,,,,,,,,,Vikings,2015
