Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Dan Bailey,,,,,Q,Q,,,,,,,,,,,,,,Cowboys,2016
Anthony Brown,,,,,,,,,,,,,,,,Q,23,RCB,450000,Cowboys,2016
Dez Bryant,,,,Q,Q,Q,Q,Q,Q,Q,Q,,,Q,Q,,,,,Cowboys,2016
La'el Collins,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2016
Maliek Collins,,,,,,,,Q,,,,,,,,,21,RDT,450000,Cowboys,2016
Tyrone Crawford,,,,,,,,,,,,,,,D,O,27,LDE,1250000,Cowboys,2016
Ryan Davis,,,,,,,,,,,,,,,,IR,,,,Cowboys,2016
Justin Durant,,,,,,,,,,,,O,Q,,O,O,,,,Cowboys,2016
Doug Free,,,Q,Q,,,,,,,,,,,,,32,RT,4000000,Cowboys,2016
Andrew Gachkar,,,,Q,Q,,,,,,,,,,,,,,,Cowboys,2016
Chaz Green,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,O,IR,IR,,,,Cowboys,2016
Randy Gregory,,,,,,,,,,,,,,,,Q,,,,Cowboys,2016
James Hanna,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2016
Jeff Heath,,,,Q,,,,,,,,,,,,,,,,Cowboys,2016
Anthony Hitchens,,,,,,,,Q,,,,,,,,,24,MLB,600000,Cowboys,2016
David Irving,,,,,O,Q,Q,,,,,Q,,,,,,,,Cowboys,2016
L.P. Ladouceur,,,,,,,,,,,,,,Q,,,,,,Cowboys,2016
DeMarcus Lawrence,,,,,,,Q,Q,Q,Q,Q,Q,Q,O,O,O,,,,Cowboys,2016
Sean Lee,,,,,,,,,,,,Q,,Q,Q,Q,,,,Cowboys,2016
Rolando McClain,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2016
Darren McFadden,IR,IR,IR,IR,IR,IR,IR,,IR,IR,IR,IR,IR,,,,,,,Cowboys,2016
Kellen Moore,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2016
Mark Nzeocha,O,O,D,Q,Q,,,,,,,,,,,,,,,Cowboys,2016
Tony Romo,O,O,O,O,O,O,O,O,Q,Q,,,,,,,,,,Cowboys,2016
Orlando Scandrick,,Q,Q,Q,Q,O,Q,,,,,,Q,Q,,,29,DB,1000000,Cowboys,2016
Jaylon Smith,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2016
Tyron Smith,,,,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,,,,Cowboys,2016
Geoff Swaim,,Q,,,,,,,,IR,IR,IR,IR,IR,IR,IR,23,te,525000,Cowboys,2016
Charles Tapper,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2016
Josh Thomas,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2016
Cedric Thornton,,,,,,,,,,,,,,Q,O,O,,,,Cowboys,2016
Kyle Wilber,,,,,,Q,Q,,,,,,,,,,,,,Cowboys,2016
Terrance Williams,,,,,,Q,,,,,,,,,,,27,WR,1661000,Cowboys,2016
Jason Witten,,,,,,Q,Q,,,,,,,,,,34,TE,1000000,Cowboys,2016
