Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Giovani Bernard,,,,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Bengals,2016
Andrew Billings,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bengals,2016
Clint Boling,,,,,Q,,,,,,,,,,IR,IR,27.0,LG,4750000.0,Bengals,2016
Chykie Brown,,,,,,,,,,,,IR,IR,IR,IR,IR,,,,Bengals,2016
Vontaze Burfict,,,,,,,,,,,,,,,O,D,26.0,RLB,3322059.0,Bengals,2016
Darqueze Dennard,D,,Q,,,,,,,,,,,,,,,,,Bengals,2016
Tyler Eifert,O,O,D,D,O,O,Q,,,,,,,,IR,IR,,,,Bengals,2016
Wallace Gilberry,,,Q,,,,,,,Q,,O,O,D,,,,,,Bengals,2016
A.J. Green,,,,,,,,,,,O,O,O,D,IR,O,,,,Bengals,2016
Marcus Hardison,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bengals,2016
Clark Harris,,,,,,,,,,,Q,D,Q,Q,,,,,,Bengals,2016
William Jackson III,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bengals,2016
Michael Johnson,,,,,,,,,Q,,,,,,Q,,29.0,RDE,6125000.0,Bengals,2016
Dre Kirkpatrick,,,,D,,,,,,,,,,,,,27.0,LCB,7507000.0,Bengals,2016
Tyler Kroft,,,,,,,,,,,,,,,O,D,24.0,TE,712444.0,Bengals,2016
Rey Maualuga,,,,,,,,,O,,,,,,,,29.0,MLB,4084375.0,Bengals,2016
Cedric Ogbuehi,,,,,,,,,,,,,,,,IR,24.0,RT,2119472.0,Bengals,2016
Cedric Peerman,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,Bengals,2016
Derron Smith,,,,Q,,,,,,,Q,O,O,Q,,,,,,Bengals,2016
Brandon Thompson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bengals,2016
C.J. Uzomah,,,,,,,,,,D,D,D,O,Q,,,23.0,TE,578190.0,Bengals,2016
Shawn Williams,,,,,,,,,,,D,,,,,,25.0,SS,4188986.0,Bengals,2016
Colt Anderson,O,O,O,Q,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bills,2016
Blake Annen,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bills,2016
Robert Blanton,,,,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Bills,2016
Corbin Bryant,,,,,,Q,,Q,O,IR,IR,IR,IR,IR,IR,IR,28.0,nt,1671000.0,Bills,2016
Ronald Darby,,,Q,Q,,,,,,,,O,,,,,22.0,LCB,1038566.0,Bills,2016
Marcell Dareus,,,,,Q,D,D,Q,O,Q,,Q,,,,,26.0,NT,11514705.0,Bills,2016
Jonathan Dowling,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bills,2016
Marcus Easley,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bills,2016
IK Enemkpali,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bills,2016
Mike Gillislee,,,,,,,,Q,,,O,Q,,,,,,,,Bills,2016
Cordy Glenn,,O,O,Q,Q,Q,Q,Q,Q,,Q,Q,Q,D,D,O,27.0,LT,6200000.0,Bills,2016
Chris Gragg,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bills,2016
Percy Harvin,,,,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Bills,2016
Seantrel Henderson,,,,,,,O,,,,Q,,,,,,,,,Bills,2016
Jerry Hughes,,,,,,,,Q,Q,Q,,,,,,,28.0,LOLB,7575000.0,Bills,2016
James Ihedigbo,,,,,,,,,,,,Q,,IR,IR,IR,,,,Bills,2016
Randell Johnson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,IR,,,,Bills,2016
Cyrus Kouandjio,,,,O,O,Q,,,,,,,,,,,23.0,lt,1311497.0,Bills,2016
Shaq Lawson,IR,IR,IR,IR,IR,IR,,,,,,,,,,,,,,Bills,2016
Patrick Lewis,,,,O,O,Q,Q,,,,,,,,,,,,,Bills,2016
Kolby Listenbee,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bills,2016
LeSean McCoy,,,,,Q,,Q,D,Q,,Q,,,,,,,,,Bills,2016
Walt Powell,,,,,,,,,,Q,,IR,IR,IR,IR,IR,,,,Bills,2016
